Data,IPCA_Otimista
2026,-0.10804951211942365
2026.0833333333333,0.1480621517576698
2026.1666666666667,0.017769493341660225
2026.25,-0.04446289048771834
2026.3333333333333,-0.09620147191357303
2026.4166666666667,-0.12291296671847385
2026.5,-0.14481205120926488
2026.5833333333333,-0.22253372930435078
2026.6666666666667,-0.059766294367338935
2026.75,-0.02909588874078406
2026.8333333333333,-0.05375542313325671
2026.9166666666667,0.04372526342940608
2027,-0.07254441600145739
2027.0833333333333,0.16591891680394055
2027.1666666666667,0.043089166071415996
2027.25,-0.02146694436083718
2027.3333333333333,-0.07463765977751013
2027.4166666666667,-0.1033894515315889
2027.5,-0.12607550094742848
2027.5833333333333,-0.19668237176047831
2027.6666666666667,-0.0546430927230348
2027.75,-0.028449113541044235
2027.8333333333333,-0.05067412565061574
2027.9166666666667,0.034884013507804346
2028,-0.0673463316325763
2028.0833333333333,0.1427262704420722
2028.1666666666667,0.034512616641128036
2028.25,-0.022375267782518304
2028.3333333333333,-0.0692294771779608
2028.4166666666667,-0.09456854908800616
2028.5,-0.11456008957295233
2028.5833333333333,-0.17675950573690874
2028.6666666666667,-0.05164772367385956
2028.75,-0.02857686617646199
2028.8333333333333,-0.04815502385832349
2028.9166666666667,0.027207998906677022
2029,-0.06261714999981294
2029.0833333333333,0.12250723410588871
2029.1666666666667,0.027217528194744545
2029.25,-0.02288101372178536
2029.3333333333333,-0.06414842733554882
2029.4166666666667,-0.08646683624121254
2029.5,-0.10407582510528124
2029.5833333333333,-0.15886392637291458
2029.6666666666667,-0.04865926727198139
2029.75,-0.028337301966358974
2029.8333333333333,-0.04558269584216118
2029.9166666666667,0.020800751005594864
2030,-0.05815007662410249
2030.0833333333333,0.1049795650914086
2030.1666666666667,0.021066944025240453
2030.25,-0.023053736948920767
2030.3333333333333,-0.059400933315068516
2030.4166666666667,-0.07905891332515114
2030.5,-0.09456934236213671
2030.5833333333333,-0.1428292284620435
2030.6666666666667,-0.04575550325731814
2030.75,-0.02785489823244991
2030.8333333333333,-0.04304547857118357
2030.9166666666667,0.015428318689683307
2031,-0.05398393437701193
2031.0833333333333,0.08975701091215416
2031.1666666666667,0.015860493366333217
2031.25,-0.0229965828132514
2031.3333333333333,-0.055010544517090865
2031.4166666666667,-0.07232535930512768
2031.5,-0.08598737401994394
2031.5833333333333,-0.12849692510318755
2031.6666666666667,-0.042989583831058276
2031.75,-0.02722183667428396
2031.8333333333333,-0.040602438368025295
2031.9166666666667,0.010904151101951864
2032,-0.05013648231640011
2032.0833333333333,0.07651479767659752
2032.1666666666667,0.011436848227378005
2032.25,-0.022785302094762705
2032.3333333333333,-0.0509828977276891
2032.4166666666667,-0.06623394431962715
2032.5,-0.0782678613874278
2032.5833333333333,-0.11571226366885029
2032.6666666666667,-0.040393170796545474
2032.75,-0.026504153253721463
2032.8333333333333,-0.03829043844383856
2032.9166666666667,0.00707909232799242
2033,-0.04661062694908541
2033.0833333333333,0.06497871310216174
2033.1666666666667,0.007665448981829526
2033.25,-0.022475190888118668
2033.3333333333333,-0.04731157231067429
2033.4166666666667,-0.06074490880851119
2033.5,-0.07134477604750483
2033.5833333333333,-0.10432756852059044
2033.6666666666667,-0.0379827922669399
2033.75,-0.02574865481141153
2033.8333333333333,-0.03613058895165733
2033.9166666666667,0.0038331192616255505
2034,-0.04339934099436127
2034.0833333333333,0.05491616471597627
2034.1666666666667,0.004440004926332897
2034.25,-0.02210633044417676
2034.3333333333333,-0.04398231825357063
2034.4166666666667,-0.05581464796257685
2034.5,-0.0651513786374609
2034.5833333333333,-0.09420418302461436
2034.6666666666667,-0.035764430915112555
2034.75,-0.02498799522652867
2034.8333333333333,-0.034132908949171814
2034.9166666666667,0.001069085437408468
2035,-0.0404891691762177
2035.0833333333333,0.046129063448359764
2035.1666666666667,0.0016735052977225884
2035.25,-0.02170747528356587
2035.3333333333333,-0.040976056160465235
2035.4166666666667,-0.0513982340012632
2035.5,-0.05962236656272263
2035.5833333333333,-0.08521345752307946
2035.6666666666667,-0.03373684291649409
2035.75,-0.02424442414347988
2035.8333333333333,-0.032299710280511984
2035.9166666666667,-0.0012920671028513464
2036,-0.037862724703274564
2036.0833333333333,0.0384481009631219
2036.1666666666667,-7.056460196396275e-4
2036.25,-0.02129895485934885
2036.3333333333333,-0.038270998849678106
2036.4166666666667,-0.04745111780002831
2036.5,-0.054695245994351105
2036.5833333333333,-0.0772370998859424
2036.6666666666667,-0.031893961776411406
2036.75,-0.02353256938923698
2036.8333333333333,-0.030628058625921994
2036.9166666666667,-0.00331500579557642
2037,-0.0355004587467862
2037.0833333333333,0.03172810659376657
2037.1666666666667,-0.002756649036038006
2037.25,-0.020894847524705162
2037.3333333333333,-0.03584413976361622
2037.4166666666667,-0.04393024794607442
2037.5,-0.050311160783393705
2037.5833333333333,-0.0701671047644934
2037.6666666666667,-0.030226636238351645
2037.75,-0.022861508372946315
2037.8333333333333,-0.029111561828938537
2037.9166666666667,-0.0050528854377406285
2038,-0.033381902924528695
2038.0833333333333,0.025844251122826623
2038.1666666666667,-0.004528681130324341
2038.25,-0.020504613081654355
2038.3333333333333,-0.03367228275691769
2038.4166666666667,-0.0407947755918327
2038.5,-0.04641534189521901
2038.5833333333333,-0.06390541061632543
2038.6666666666667,-0.028723880481364095
2038.75,-0.022236312046493956
2038.8333333333333,-0.02774166451569582
2038.9166666666667,-0.006549602540791066
2039,-0.031486528460770435
2039.0833333333333,0.02068892190896121
2039.1666666666667,-0.006062774635593016
2039.25,-0.020134319907599285
2039.3333333333333,-0.031732739087391215
2039.4166666666667,-0.0380064655248501
2039.5,-0.04295729360349343
2039.5833333333333,-0.058363387946845924
2039.6666666666667,-0.027373765720925924
2039.75,-0.021659195271895526
2039.8333333333333,-0.02650857883235297
2039.9166666666667,-0.007841571450124318
2040,-0.029794326330006005
2040.0833333333333,0.01616913509892559
2040.1666666666667,-0.007393310309297574
2040.25,-0.019787567071929357
2040.3333333333333,-0.030003783154450347
2040.4166666666667,-0.035529900271227655
2040.5,-0.03989079959250019
2040.5833333333333,-0.05346123065061581
2040.6666666666667,-0.026164047708995886
2040.75,-0.02113037225965181
2040.8333333333333,-0.02540194642410948
2040.9166666666667,-0.008959130978601237
