Data,Ensemble,SARIMA,ETS,Prophet
2026-01-01,0.32825373788687773,0.2853720948854015,0.16022689833562248,0.5391622204396093
2026-02-01,0.5813331483496921,0.6084405855163517,0.5225352716329777,0.6130235878997468
2026-03-01,0.4164457569284809,0.5005355220493299,0.23416963461773588,0.5146321141183768
2026-04-01,0.3273042790747644,0.44631374285932346,0.09818510072764666,0.4374139936373231
2026-05-01,0.23329512731603164,0.3975009868866665,0.008394042484987999,0.2939903525764404
2026-06-01,0.17548750197752766,0.37186576181628894,-0.04711533119243626,0.20171207530873034
2026-07-01,0.1742432141728539,0.35036360280262113,-0.1031361470152005,0.2755021867311411
2026-08-01,0.09502216034828873,0.2727884475142657,-0.1865751124979509,0.1988531460285514
2026-09-01,0.2796716322068995,0.4356099892335842,0.09553199675314733,0.30787291063396693
2026-10-01,0.35519269670825965,0.4663003774823423,0.1715457813523029,0.4277319312901337
2026-11-01,0.35900382685703564,0.4416482232367922,0.14400416225403487,0.4913590950802798
2026-12-01,0.48813333675063797,0.539131635142334,0.3436648913386768,0.5816034837709031
2027-01-01,0.3718177978033107,0.42561406348502023,0.16022689833562248,0.5296124315892894
2027-02-01,0.5653129997791826,0.6650900426167965,0.5225352716329777,0.5083136850877734
2027-03-01,0.45526448120560664,0.5426337906999499,0.23416963461773588,0.5889900182991341
2027-04-01,0.34628342347342606,0.47821556035080515,0.09818510072764666,0.46244960934182633
2027-05-01,0.2394517827388784,0.42509576091451,0.008394042484987999,0.2848655448171372
2027-06-01,0.1808659604782036,0.3963627735144688,-0.04711533119243626,0.19335043911257827
2027-07-01,0.15927202595926226,0.3736836692497917,-0.1031361470152005,0.20726855564319566
2027-08-01,0.10110287860134472,0.30307936357672244,-0.1865751124979509,0.1868043847252626
2027-09-01,0.2937547899218085,0.44511959001969065,0.09553199675314733,0.34061278299258746
2027-10-01,0.3568871111746801,0.471313919073892,0.1715457813523029,0.4278016330978454
2027-11-01,0.3659078224099537,0.4490890360564987,0.14400416225403487,0.5046302689193274
2027-12-01,0.48240373385206436,0.5346472225372665,0.3436648913386768,0.5688990876802498
2028-01-01,0.37121132903880233,0.43446699235077024,0.16022689833562248,0.5189400964300143
2028-02-01,0.5241530043062091,0.645294683874265,0.5225352716329777,0.40462905741138455
2028-03-01,0.37210703130053685,0.5373596333940259,0.23416963461773588,0.34479182588984875
2028-04-01,0.31255771362554075,0.4805746112556796,0.09818510072764666,0.3589134288932961
2028-05-01,0.2417356317833886,0.43375838842128966,0.008394042484987999,0.28305446444388815
2028-06-01,0.18348556381283396,0.408433346009064,-0.04711533119243626,0.1891386766218741
2028-07-01,0.22390290961583528,0.3884469871767953,-0.1031361470152005,0.386397888685911
2028-08-01,0.11387608354613148,0.32624948482230304,-0.1865751124979509,0.2019538783140423
2028-09-01,0.25516266212624716,0.45136197372949166,0.09553199675314733,0.2185940158961025
2028-10-01,0.3489662057039076,0.47443309225983926,0.1715457813523029,0.4009197434995806
2028-11-01,0.3453887805062506,0.45485503088791446,0.14400416225403487,0.4373071483768025
2028-12-01,0.4840832439264319,0.5302180889491408,0.3436648913386768,0.5783667514914782
2029-01-01,0.374593835710271,0.44197395276895657,0.16022689833562248,0.5215806560262339
2029-02-01,0.6142985074793013,0.6276810282969826,0.5225352716329777,0.6926792225079434
2029-03-01,0.39422157458226154,0.5326063678484751,0.23416963461773588,0.4158887212805735
2029-04-01,0.3221126641982439,0.4825872292016346,0.09818510072764666,0.38556566266545045
2029-05-01,0.24193745727134958,0.4413491397963758,0.008394042484987999,0.2760691895326849
2029-06-01,0.1849751100905914,0.41904156126967795,-0.04711533119243626,0.18299910019453247
2029-07-01,0.2054076820554951,0.40143657251390696,-0.1031361470152005,0.3179226206677788
2029-08-01,0.11555595756290844,0.34664994866247856,-0.1865751124979509,0.18659303652419765
2029-09-01,0.26741868281863573,0.45685515343090616,0.09553199675314733,0.2498688982718537
2029-10-01,0.3500563764073247,0.4771773202480324,0.1715457813523029,0.40144602762163883
2029-11-01,0.35184297185013036,0.45993200072131085,0.14400416225403487,0.45159275257504533
2029-12-01,0.4791420648808948,0.5263154748169311,0.3436648913386768,0.5674458284870765
2030-01-01,0.3740005308512087,0.44858571242799233,0.16022689833562248,0.5131889817900114
2030-02-01,0.5739170762297593,0.6121656078068258,0.5225352716329777,0.5870503492494744
2030-03-01,0.4170825652130443,0.5284191855525485,0.23416963461773588,0.48865887546884856
2030-04-01,0.3313285771890499,0.48435987585180207,0.09818510072764666,0.41144075498770094
2030-05-01,0.2414821671061541,0.44803534490680536,0.008394042484987999,0.26801711392666894
2030-06-01,0.18566974717091833,0.4283857360465593,-0.04711533119243626,0.175738836658632
2030-07-01,0.18642373329951747,0.41287839883295413,-0.1031361470152005,0.24952894808079878
2030-08-01,0.11697481652055415,0.3646196546810442,-0.1865751124979509,0.17287990737856915
2030-09-01,0.2797084901298425,0.4616938016519494,0.09553199675314733,0.2818996719844308
2030-10-01,0.3509663454752253,0.47959456243238763,0.1715457813523029,0.4017586926409854
2030-11-01,0.3579313527484814,0.46440403956076604,0.14400416225403487,0.46538585643064345
2030-12-01,0.47405766478088374,0.5228778578824999,0.3436648913386768,0.5556302451214745
2031-01-01,0.37275858795515143,0.45440967259026527,0.16022689833562248,0.5036391929395665
2031-02-01,0.5344581939168215,0.5984988636801678,0.5225352716329777,0.4823404464373188
2031-03-01,0.44063910789694255,0.5247309094233835,0.23416963461773588,0.5630167796497082
2031-04-01,0.3401942603070421,0.4859213095012575,0.09818510072764666,0.4364763706922221
2031-05-01,0.2404037435149069,0.4539248818925944,0.008394042484987999,0.25889230616713826
2031-06-01,0.1856261374626638,0.43661654311766446,-0.04711533119243626,0.16737720046276316
2031-07-01,0.16703869675191707,0.42295692027742215,-0.1031361470152005,0.1812953169935296
2031-08-01,0.11823476206614429,0.38044825262076787,-0.1865751124979509,0.16083114607561588
2031-09-01,0.2920424870911052,0.4659559201770977,0.09553199675314733,0.3146395443430706
2031-10-01,0.35169932120950625,0.48172378782856934,0.1715457813523029,0.4018283944476465
2031-11-01,0.3636681410385659,0.46834323059219546,0.14400416225403487,0.4786570302694673
2031-12-01,0.46881352557474737,0.5198498363551564,0.3436648913386768,0.542925849030409
2032-01-01,0.37091115277412506,0.4595397022067411,0.16022689833562248,0.4929668577800116
2032-02-01,0.4958838719517272,0.5864605254602938,0.5225352716329777,0.37865581876191
2032-03-01,0.3581567722841557,0.521482094995232,0.23416963461773588,0.31881858723949924
2032-04-01,0.306140662592267,0.4872966968054099,0.09818510072764666,0.33294019024374444
2032-05-01,0.24152931435759847,0.4591126747941355,0.008394042484987999,0.25708122579367193
2032-06-01,0.18663891608912223,0.443866641487619,-0.04711533119243626,0.1631654379721839
2032-07-01,0.22970769302306915,0.43183457604882425,-0.1031361470152005,0.36042465003558366
2032-08-01,0.1279321282746581,0.39439085765756626,-0.1865751124979509,0.17598063966435892
2032-09-01,0.2526209923721695,0.4697102031174868,0.09553199675314733,0.19262077724587445
2032-10-01,0.34336386671372177,0.48359931393933353,0.1715457813523029,0.37494650484952885
2032-11-01,0.34238371171541915,0.4718130631651702,0.14400416225403487,0.41133390972705236
2032-12-01,0.47108033691014223,0.5171826065499519,0.3436648913386768,0.552393512841798
2033-01-01,0.3732975998321467,0.4640584837843978,0.16022689833562248,0.4956074173764199
2033-02-01,0.5883659408290897,0.5758565669959917,0.5225352716329777,0.6667059838582996
2033-03-01,0.3809018324093513,0.5186203799789932,0.23416963461773588,0.3899154826313249
2033-04-01,0.31542857670417,0.4885082053690619,0.09818510072764666,0.35959242401580144
2033-05-01,0.24072411015768014,0.4636823371050405,0.008394042484987999,0.2500959508830119
2033-06-01,0.1867211379694894,0.45025288355632226,-0.04711533119243626,0.15702586154458215
2033-07-01,0.20948922848906065,0.43965445046511503,-0.1031361470152005,0.29194938201726744
2033-08-01,0.1269056243547951,0.4066721876878353,-0.1865751124979509,0.16061979787450087
2033-09-01,0.2641482719849537,0.4730171595790831,0.09553199675314733,0.22389565962263072
2033-10-01,0.3440899798688268,0.485251369282355,0.1715457813523029,0.3754727889718224
2033-11-01,0.34816437932604183,0.47486946179842493,0.14400416225403487,0.4256195139256657
2033-12-01,0.4666568869858311,0.514833179780863,0.3436648913386768,0.5414725898379535
2034-01-01,0.37182716319990883,0.4680388481240195,0.16022689833562248,0.4872157431400845
2034-02-01,0.55004282092381,0.5665160805385723,0.5225352716329777,0.5610771105998797
2034-03-01,0.4043183041794528,0.5160996411016997,0.23416963461773588,0.4626856368189228
2034-04-01,0.324409326189848,0.48957536150419156,0.09818510072764666,0.3854675163377058
2034-05-01,0.23938181248366072,0.46770751968885377,0.008394042484987999,0.24204387527714039
2034-06-01,0.18617615515420202,0.4558781986457143,-0.04711533119243626,0.14976559800932798
2034-07-01,0.18898738054132772,0.4465425792077894,-0.1031361470152005,0.22355570943139427
2034-08-01,0.12594058049398796,0.41749018525101006,-0.1865751124979509,0.1469066687289047
2034-09-01,0.27579617301207326,0.47593008894869554,0.09553199675314733,0.255926433334377
2034-10-01,0.34467927198716974,0.4867065806178527,0.1715457813523029,0.37578545399135366
2034-11-01,0.3536594891946821,0.4775616875496383,0.14400416225403487,0.4394126177803731
2034-12-01,0.4620285291052128,0.5127636895057689,0.3436648913386768,0.5296570064711927
2035-01-01,0.3698126002635699,0.4715449481653383,0.16022689833562248,0.4776659542897489
2035-02-01,0.5123970005283375,0.5582885221645044,0.5225352716329777,0.45636720778753037
2035-03-01,0.42836414211348156,0.5138792507233977,0.23416963461773588,0.5370435409993111
2035-04-01,0.33306786590455006,0.49051536494363224,0.09818510072764666,0.41050313204237127
2035-05-01,0.23752206927973157,0.471253097836799,0.008394042484987999,0.23291906751740776
2035-06-01,0.1850406275230309,0.4608332519485039,-0.04711533119243626,0.14140396181302506
2035-07-01,0.1682653040041475,0.4526099806838047,-0.1031361470152005,0.1553220783438383
2035-08-01,0.1251006675892166,0.42701920783964015,-0.1865751124979509,0.13485790742596052
2035-09-01,0.2875647474618202,0.47849593993914213,0.09553199675314733,0.2886663056931711
2035-10-01,0.3451297797508558,0.48798840210156164,0.1715457813523029,0.3758551557987029
2035-11-01,0.35887369528240953,0.4799331319733579,0.14400416225403487,0.4526837916198358
2035-12-01,0.4571860942457757,0.5109407810180234,0.3436648913386768,0.516952610380627
2036-01-01,0.3672846034760626,0.474633292962665,0.16022689833562248,0.46699361912990045
2036-02-01,0.4754197123833439,0.5510412854057677,0.5225352716329777,0.3526825801112862
2036-03-01,0.34631280174480356,0.5119234220271109,0.23416963461773588,0.2928453485895638
2036-04-01,0.29883180612564764,0.4913433660552531,0.09818510072764666,0.30696695159404314
2036-05-01,0.23795941550488905,0.4743762168857931,0.008394042484987999,0.23110798714388606
2036-06-01,0.18509159131359426,0.4651979058111445,-0.04711533119243626,0.13719219932207452
2036-07-01,0.2297565699064763,0.4579544453485083,-0.1031361470152005,0.3344514113861211
2036-08-01,0.1329483755322671,0.4354128380807598,-0.1865751124979509,0.15000740101399238
2036-09-01,0.2476452008759062,0.4807560672782584,0.09553199675314733,0.16664753859631284
2036-10-01,0.3365455136185138,0.4891174933036555,0.1715457813523029,0.348973266199583
2036-11-01,0.3371289499365009,0.4820220164780309,0.14400416225403487,0.3853606710774369
2036-12-01,0.459806746462681,0.5093350738568514,0.3436648913386768,0.5264202741925148
2037-01-01,0.36907157850790173,0.4773536584613024,0.16022689833562248,0.4696341787267803
2037-02-01,0.5693085269418933,0.5446575639845099,0.5225352716329777,0.6407327452081921
2037-03-01,0.3694375036096759,0.5102006322300555,0.23416963461773588,0.3639422439812364
2037-04-01,0.3079589987066727,0.49207271002579567,0.09818510072764666,0.33361918536657575
2037-05-01,0.2365479893227845,0.47712721325005114,0.008394042484987999,0.2241227122333144
2037-06-01,0.18432659953530922,0.46904250690351607,-0.04711533119243626,0.13105262289484784
2037-07-01,0.20850070272696833,0.46266211182899053,-0.1031361470152005,0.26597614336711495
2037-08-01,0.13029260193609288,0.44280635908140287,-0.1865751124979509,0.13464655922482663
2037-09-01,0.25873377198784764,0.48274689823767114,0.09553199675314733,0.1979224209727244
2037-10-01,0.33705246128696564,0.4901120521863457,0.1715457813523029,0.34949955032224844
