Data,IPCA_Medio
2026,0.23893741409779323
2026.0833333333333,0.603979942544353
2026.1666666666667,0.508860133989619
2026.25,0.4012778369349539
2026.3333333333333,0.35594355065567584
2026.4166666666667,0.3094856350362804
2026.5,0.311577913161628
2026.5833333333333,0.23960556253830975
2026.6666666666667,0.4600393525353607
2026.75,0.4962940575302007
2026.8333333333333,0.4992156026425635
2026.9166666666667,0.5798879771729506
2027,0.4141749098404629
2027.0833333333333,0.646045447895306
2027.1666666666667,0.5467283853384401
2027.25,0.4975220405464635
2027.3333333333333,0.4867370662388991
2027.4166666666667,0.4125791515888789
2027.5,0.41355012201394864
2027.5833333333333,0.3299702448758501
2027.6666666666667,0.4427223335542351
2027.75,0.4938642208631388
2027.8333333333333,0.46928210801420006
2027.9166666666667,0.5588668964337475
2028,0.44467364141458754
2028.0833333333333,0.6268899885003848
2028.1666666666667,0.4813223711916476
2028.25,0.47523897790166525
2028.3333333333333,0.42796142470596904
2028.4166666666667,0.3782946327433894
2028.5,0.3569044309819302
2028.5833333333333,0.3463710164125201
2028.6666666666667,0.4847430156332399
2028.75,0.49609012727542023
2028.8333333333333,0.4742978500620106
2028.9166666666667,0.5224023557770652
2029,0.3689843320768639
2029.0833333333333,0.6053673603194608
2029.1666666666667,0.47183073194510206
2029.25,0.4396088366878919
2029.3333333333333,0.45007677589307526
2029.4166666666667,0.4014146912839941
2029.5,0.43020141634621484
2029.5833333333333,0.4090423697966217
2029.6666666666667,0.5340550926925322
2029.75,0.511238103147525
2029.8333333333333,0.527775971471875
2029.9166666666667,0.5401520404961977
2030,0.3528569424571215
2030.0833333333333,0.5514243910441075
2030.1666666666667,0.49150122736125895
2030.25,0.48345734827200665
2030.3333333333333,0.43754660411356294
2030.4166666666667,0.39934526889688043
2030.5,0.3608078706425768
2030.5833333333333,0.41481573666582233
2030.6666666666667,0.4780895269854009
2030.75,0.4916107630790037
2030.8333333333333,0.4502942693706083
2030.9166666666667,0.5083291802231175
2031,0.40798857335549504
2031.0833333333333,0.5241114302380049
2031.1666666666667,0.4464598975661225
2031.25,0.4364130121118519
2031.3333333333333,0.44239127939320916
2031.4166666666667,0.3426744923159532
2031.5,0.3570037380876829
2031.5833333333333,0.3505996582835007
2031.6666666666667,0.47681414066382777
2031.75,0.48310267383446526
2031.8333333333333,0.45949791140923635
2031.9166666666667,0.5802556974251365
2032,0.4516179171412417
2032.0833333333333,0.6202355976533315
2032.1666666666667,0.4964683657388913
2032.25,0.501110767998571
2032.3333333333333,0.44006272424108983
2032.4166666666667,0.41049331378413745
2032.5,0.3679800069818743
2032.5833333333333,0.3248621478165923
2032.6666666666667,0.4767321104722269
2032.75,0.4499179245814028
2032.8333333333333,0.4807798345164113
2032.9166666666667,0.5714204532126232
2033,0.49602946022077987
2033.0833333333333,0.5688396308342089
2033.1666666666667,0.505085641429656
2033.25,0.49054716491886086
2033.3333333333333,0.4453793660385232
2033.4166666666667,0.4035800820203953
2033.5,0.4084751489010678
2033.5833333333333,0.3703543732283116
2033.6666666666667,0.425584208785731
2033.75,0.5023271053514466
2033.8333333333333,0.4821301337077288
2033.9166666666667,0.5381411716559098
2034,0.4253324528779585
2034.0833333333333,0.49486587372567475
2034.1666666666667,0.4044085450763145
2034.25,0.3788814393508036
2034.3333333333333,0.3956943403471679
2034.4166666666667,0.4285648647049694
2034.5,0.45000351666651517
2034.5833333333333,0.4527236061983821
2034.6666666666667,0.4669587475335748
2034.75,0.4675071313716172
