Data,IPCA_Medio
2034.8333333333333,0.481197758127243
2034.9166666666667,0.515368224586275
2035,0.4253331771444835
2035.0833333333333,0.4955463595975313
2035.1666666666667,0.4423346920067844
2035.25,0.4481381880944274
2035.3333333333333,0.4068029298235776
2035.4166666666667,0.4464158702982409
2035.5,0.4522497909915046
2035.5833333333333,0.4519045427608654
2035.6666666666667,0.5228380296906305
2035.75,0.5234142371428638
2035.8333333333333,0.5707797178831048
2035.9166666666667,0.6182197957178379
2036,0.5529368616523695
2036.0833333333333,0.574831146048711
2036.1666666666667,0.5031296008587054
2036.25,0.5249727313740296
2036.3333333333333,0.4617903600742361
2036.4166666666667,0.47087409406869235
2036.5,0.4677648238885776
2036.5833333333333,0.5129793906614329
2036.6666666666667,0.5154767201449524
2036.75,0.5584620285547752
2036.8333333333333,0.4574477010924317
2036.9166666666667,0.4668180814049771
2037,0.422833140099653
2037.0833333333333,0.5279866872569425
2037.1666666666667,0.45367827348626844
2037.25,0.46958500002065906
2037.3333333333333,0.4592814179615943
2037.4166666666667,0.4644101623047717
2037.5,0.48341814149771095
2037.5833333333333,0.49900996497569394
2037.6666666666667,0.5261523873244025
2037.75,0.5596880335500058
2037.8333333333333,0.5568611350773292
2037.9166666666667,0.5606055016464642
2038,0.532908042561921
2038.0833333333333,0.5563287967543146
2038.1666666666667,0.5538471255855189
2038.25,0.5204443397006678
2038.3333333333333,0.49040492970702904
2038.4166666666667,0.48395843494680324
2038.5,0.48946628664601155
2038.5833333333333,0.46692277128526355
2038.6666666666667,0.4368582033483481
2038.75,0.4615444406456586
2038.8333333333333,0.4679848293027281
2038.9166666666667,0.4828324833855855
2039,0.48201794715379226
2039.0833333333333,0.5178391740155427
2039.1666666666667,0.44703007437492376
2039.25,0.5021383236922821
2039.3333333333333,0.4556002877437039
2039.4166666666667,0.4733245456146802
2039.5,0.4348447668258535
2039.5833333333333,0.46700813790760953
2039.6666666666667,0.44493718258041254
2039.75,0.4927786419161261
2039.8333333333333,0.44294683756101627
2039.9166666666667,0.4584039471270792
2040,0.42483795269213204
2040.0833333333333,0.4836050783423084
2040.1666666666667,0.5032291913029817
2040.25,0.5192478593278955
2040.3333333333333,0.5517088843709832
2040.4166666666667,0.539900214681055
2040.5,0.5098994635788751
2040.5833333333333,0.4899257604356056
2040.6666666666667,0.549523879817868
2040.75,0.5770828899596081
2040.8333333333333,0.5795299110292529
2040.9166666666667,0.557464615962269
