Data,IPCA_Pessimista
2026,0.6787937018902266
2026.0833333333333,1.0688190192750335
2026.1666666666667,0.9833015507569997
2026.25,0.9370903762063653
2026.3333333333333,0.891203445686906
2026.4166666666667,0.8666444903510517
2026.5,0.8455392568145071
2026.5833333333333,0.7681106243328821
2026.6666666666667,0.9309862728345073
2026.75,0.9616966437054687
2026.8333333333333,0.9370518696068411
2026.9166666666667,1.0345380068552619
2027,0.9237725429714978
2027.0833333333333,1.1642611684296524
2027.1666666666667,1.0421784153284839
2027.25,0.9778980650624475
2027.3333333333333,0.9248291816065302
2027.4166666666667,0.8961149985605266
2027.5,0.8734428394470118
2027.5833333333333,0.8028410989139232
2027.6666666666667,0.9448822727624161
2027.75,0.9710769516888282
2027.8333333333333,0.9488521977636131
2027.9166666666667,1.0344104315667286
2028,0.9362803163341168
2028.0833333333333,1.1478630973064579
2028.1666666666667,1.0402066501469238
2028.25,0.9835244902938775
2028.3333333333333,0.9367462540205401
2028.4166666666667,0.9114352411061342
2028.5,0.8914540639265429
2028.5833333333333,0.8292584753815149
2028.6666666666667,0.9543716711328429
2028.75,0.9774430506961405
2028.8333333333333,0.9578650856341524
2028.9166666666667,1.0332281789916045
2029,0.9465650555377261
2029.0833333333333,1.1328548224880763
2029.1666666666667,1.0379952075022056
2029.25,0.9880554721250545
2029.3333333333333,0.9468467069283004
2029.4166666666667,0.9245499587805684
2029.5,0.9069489701330952
2029.5833333333333,0.8521638236978717
2029.6666666666667,0.9623695741337936
2029.75,0.9826919424624238
2029.8333333333333,0.9654466972847828
2029.9166666666667,1.0318301986282674
2030,0.9553215014800871
2030.0833333333333,1.1193516505222432
2030.1666666666667,1.0357714270798566
2030.25,0.9917734886525249
2030.3333333333333,0.9554716231286793
2030.4166666666667,0.9358303854182697
2030.5,0.9203261400280449
2030.5833333333333,0.8720685378241319
2030.6666666666667,0.9691431065612169
2030.75,0.9870440230972252
2030.8333333333333,0.9718535576927156
2030.9166666666667,1.0303273970753164
2031,0.9628032795575425
2031.0833333333333,1.1072407164481815
2031.1666666666667,1.0336013254804337
2031.25,0.9948392018157663
2031.3333333333333,0.9628603083022796
2031.4166666666667,0.9455584455404566
2031.5,0.9319012145747883
2031.5833333333333,0.8893934303447233
2031.6666666666667,0.9749014241852536
2031.75,0.9906694123314226
2031.8333333333333,0.9772888995524163
2031.9166666666667,1.0287955216083609
2032,0.9692158867298823
2032.0833333333333,1.0964062532439902
2032.1666666666667,1.031527341763086
2032.25,0.9973786957055825
2032.3333333333333,0.96920824731596
2032.4166666666667,0.9539672272948652
2032.5,0.9419370134850763
2032.5833333333333,0.9044939789839828
2032.6666666666667,0.9798135770315191
2032.75,0.9937027811323885
2032.8333333333333,0.981916564774179
2032.9166666666667,1.0272861207719113
2033,0.974727594517881
2033.0833333333333,1.0867344208898218
2033.1666666666667,1.029575310976157
2033.25,0.9994916016262425
2033.3333333333333,0.9746762465207552
2033.4166666666667,0.9612506759211557
2033.5,0.950653676977735
2033.5833333333333,0.91767194389626106
2033.6666666666667,0.9840171114251061
2033.75,0.9962513933761216
2033.8333333333333,0.9858695125485072
2033.9166666666667,1.0258332403001003
2034,0.9794770372424003
2034.0833333333333,1.0781159963611682
2034.1666666666667,1.0277592772770665
2034.25,1.00125705345256
2034.3333333333333,0.9793973576312782
2034.4166666666667,0.9675710452540055
2034.5,0.9582365370530397
2034.5833333333333,0.9291845535266345
2034.6666666666667,0.9876246088125036
2034.75,0.9984011564622342
2034.8333333333333,0.9892562840484485
2034.9166666666667,1.0244582935741293
2035,0.9835790655068943
2035.0833333333333,1.070447980880649
2035.1666666666667,1.0260849961490728
2035.25,1.0027382051708305
2035.3333333333333,0.9834822518340631
2035.4166666666667,0.973064737898271
2035.5,0.964842327930332
2035.5833333333333,0.9392518732023598
2035.6666666666667,0.9907287227947783
2035.75,1.0002212283466032
2035.8333333333333,0.9921659742272277
2035.9166666666667,1.0231736291388982
2036,0.9871293106286045
2036.0833333333333,1.0636344698484135
2036.1666666666667,1.0245524900738614
2036.25,1.003985686969855
2036.3333333333333,0.9870234326212644
2036.4166666666667,0.9778469294223173
2036.5,0.9706041366913678
2036.5833333333333,0.948062776047462
2036.6666666666667,0.9934060963329283
2036.75,1.001767555996548
2036.8333333333333,0.9946720915819838
2036.9166666666667,1.0219851535092792
2037,0.990207775669391
2037.0833333333333,1.0575870213752534
2037.1666666666667,1.023157913496149
2037.25,1.0050402675762964
2037.3333333333333,0.9900985662637185
2037.4166666666667,0.9820152617531066
2037.5,0.9756353844413748
2037.5833333333333,0.9557798229272991
2037.6666666666667,0.9957204327136939
2037.75,1.0030856127456378
2037.8333333333333,0.9968355785368594
2037.9166666666667,1.0208942619818844
2038,0.9928816824326471
2038.0833333333333,1.0522246872870906
2038.1666666666667,1.0218949101699275
2038.25,1.005934916981591
2038.3333333333333,0.9927731341786691
2038.4166666666667,0.9856528156339952
2038.5,0.98003305239682
2038.5833333333333,0.9625432802848897
2038.6666666666667,0.9977249199693994
2038.75,1.0042125288602417
2038.8333333333333,0.9987071913175576
2038.9166666666667,1.0198992587628162
2039,0.9952077439570035
2039.0833333333333,1.0474738214108865
2039.1666666666667,1.0207555956890675
2039.25,1.006696412490529
2039.3333333333333,0.9951025591683424
2039.4166666666667,0.9888305191116674
2039.5,0.9838803138918504
2039.5833333333333,0.9684744495988513
2039.6666666666667,0.9994641567915068
2039.75,1.0051787586182286
2039.8333333333333,1.000329386634793
2039.9166666666667,1.0189963982598333
2040,0.9972339895937015
2040.0833333333333,1.0432677459502573
2040.1666666666667,1.0197312625490496
2040.25,1.0073465946109652
2040.3333333333333,0.9971339201097686
2040.4166666666667,0.9916091110624254
2040.5,0.9872486948721313
2040.5833333333333,0.9736784422564778
2040.6666666666667,1.0009756911039909
2040.75,1.0060093908919756
2040.8333333333333,1.0017378257074319
2040.9166666666667,1.0181806444439494
